# EulerBlock derivatives output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil

# Grid size (ii, jj)
      61      49

# Derivatives with respect to the following function (f)
cl_jlow 

# df/dMach_inf
 1.74752293E+00

# df/dalpha_inf [rad]
 1.18397604E+01

# Nodal derivatives
# i, j, X, Y, df/dX, df/dY
       6 ,       26 ,  1.33071743E+00 , -5.31174796E-01 ,  2.94779657E-06 ,  4.19878602E-07
       7 ,       26 ,  1.25622070E+00 , -6.03282696E-01 ,  4.63601288E-07 , -4.14911725E-06
       8 ,       26 ,  1.17754578E+00 , -6.63774275E-01 ,  1.00129818E-06 ,  3.18042068E-07
       9 ,       26 ,  1.09667134E+00 , -7.13859333E-01 , -7.19890842E-07 ,  1.19550038E-07
      10 ,       26 ,  1.01483520E+00 , -7.54871387E-01 , -1.04386799E-06 , -9.60056501E-08
      11 ,       26 ,  9.32703285E-01 , -7.88051029E-01 , -4.43914383E-07 , -7.63660654E-08
      12 ,       26 ,  8.50541370E-01 , -8.14437547E-01 ,  9.22620816E-07 ,  5.91405146E-07
      13 ,       26 ,  7.68359998E-01 , -8.34830356E-01 , -2.19058570E-06 ,  1.34032348E-06
      14 ,       26 ,  6.86024921E-01 , -8.49788883E-01 , -9.99677349E-07 ,  1.25493060E-06
      15 ,       26 ,  6.03336161E-01 , -8.59649812E-01 , -1.11072719E-07 ,  2.55318476E-06
      16 ,       26 ,  5.20082248E-01 , -8.64549219E-01 ,  4.46690956E-06 , -8.42842950E-08
      17 ,       26 ,  4.36076485E-01 , -8.64442730E-01 ,  1.67515153E-06 ,  1.36386209E-06
      18 ,       26 ,  3.51181626E-01 , -8.59120145E-01 ,  1.91093961E-06 , -1.69481444E-06
      19 ,       26 ,  2.65329195E-01 , -8.48212759E-01 ,  3.49753202E-06 , -1.21680038E-06
      20 ,       26 ,  1.78540327E-01 , -8.31193130E-01 , -2.22261688E-06 , -6.47417249E-07
      21 ,       26 ,  9.09559254E-02 , -8.07369089E-01 ,  9.65666624E-07 , -8.94737905E-06
      22 ,       26 ,  2.88462489E-03 , -7.75877189E-01 , -9.58060625E-06 , -5.17240167E-06
      23 ,       26 , -8.51238741E-02 , -7.35685971E-01 , -3.99582580E-06 , -2.42494008E-07
      24 ,       26 , -1.72176548E-01 , -6.85626280E-01 , -3.25265383E-06 ,  3.90226317E-06
      25 ,       26 , -2.56911789E-01 , -6.24473052E-01 , -6.45896651E-07 ,  5.21498950E-06
      26 ,       26 , -3.37374113E-01 , -5.51106785E-01 ,  6.32723747E-06 ,  3.85164609E-06
      27 ,       26 , -4.10936752E-01 , -4.64776005E-01 , -1.25988161E-06 ,  4.95671146E-06
      28 ,       26 , -4.74346428E-01 , -3.65453987E-01 , -1.21113573E-06 ,  4.39746829E-07
      29 ,       26 , -5.23974029E-01 , -2.54226586E-01 ,  5.57133703E-06 ,  4.17505751E-07
      30 ,       26 , -5.56316759E-01 , -1.33573618E-01 , -1.92988035E-05 ,  2.18654820E-06
      31 ,       26 , -5.68688623E-01 , -7.36007349E-03 ,  1.42378888E-05 , -6.91249849E-06
      32 ,       26 , -5.59886206E-01 ,  1.19590765E-01 , -1.79312553E-06 ,  1.49970135E-06
      33 ,       26 , -5.30537406E-01 ,  2.42280535E-01 ,  5.14778639E-07 , -3.82629160E-06
      34 ,       26 , -4.82951059E-01 ,  3.56396899E-01 ,  9.69449024E-07 , -6.12679245E-06
      35 ,       26 , -4.20541310E-01 ,  4.58919557E-01 ,  7.45885656E-08 , -6.47915278E-06
      36 ,       26 , -3.47096845E-01 ,  5.48301614E-01 ,  6.85168791E-06 , -1.75436562E-06
      37 ,       26 , -2.66164476E-01 ,  6.24282241E-01 , -5.21260566E-05 , -2.76313242E-05
      38 ,       26 , -1.80680497E-01 ,  6.87508173E-01 ,  1.56466390E-06 ,  1.17452253E-05
      39 ,       26 , -9.28447031E-02 ,  7.39133649E-01 , -5.18764401E-05 ,  1.35627228E-05
      40 ,       26 , -4.16098783E-03 ,  7.80497463E-01 , -1.97613604E-05 ,  5.34856830E-06
      41 ,       26 ,  8.44397016E-02 ,  8.12906523E-01 ,  3.45435617E-06 ,  5.50954819E-06
      42 ,       26 ,  1.72455598E-01 ,  8.37513990E-01 ,  2.89398412E-05 , -1.78160064E-06
      43 ,       26 ,  2.59683597E-01 ,  8.55264916E-01 ,  2.26100072E-05 , -3.25596750E-06
      44 ,       26 ,  3.46115258E-01 ,  8.66882590E-01 ,  2.59301481E-05 , -2.26519852E-05
      45 ,       26 ,  4.31860373E-01 ,  8.72875048E-01 ,  4.09357317E-05 ,  7.90212201E-06
      46 ,       26 ,  5.17093355E-01 ,  8.73548113E-01 , -6.33134322E-06 , -6.03468527E-06
      47 ,       26 ,  6.02015524E-01 ,  8.69016840E-01 , -2.87223678E-06 , -4.58790509E-06
      48 ,       26 ,  6.86825822E-01 ,  8.59211097E-01 , -3.90975740E-06 , -2.55046424E-06
      49 ,       26 ,  7.71692320E-01 ,  8.43873743E-01 , -4.87862317E-06 , -2.16514488E-06
      50 ,       26 ,  8.56716633E-01 ,  8.22552246E-01 , -1.32272798E-06 , -2.36056869E-06
      51 ,       26 ,  9.41882941E-01 ,  7.94587444E-01 , -1.19133137E-05 ,  2.71945482E-06
      52 ,       26 ,  1.02698326E+00 ,  7.59107384E-01 ,  4.33035412E-06 , -8.16815883E-06
      53 ,       26 ,  1.11151213E+00 ,  7.15040609E-01 ,  8.45853495E-07 ,  5.46521155E-06
      54 ,       26 ,  1.19452943E+00 ,  6.61171914E-01 ,  4.51919091E-07 ,  1.34690585E-06
      55 ,       26 ,  1.27450305E+00 ,  5.96272826E-01 ,  1.79794086E-06 ,  1.54695398E-06
      56 ,       26 ,  1.34916792E+00 ,  5.19342805E-01 ,  2.62224825E-06 ,  1.24216625E-06
      57 ,       26 ,  1.41547387E+00 ,  4.29983288E-01 ,  2.52221339E-06 ,  1.27422583E-06
      58 ,       26 ,  1.46973024E+00 ,  3.28878241E-01 ,  5.50737380E-06 , -5.01350658E-06
      59 ,       26 ,  1.50805538E+00 ,  2.18263244E-01 ,  1.48104357E-05 , -2.30987321E-05
      60 ,       26 ,  1.52715379E+00 ,  1.02159528E-01 ,  4.15518749E-05 ,  5.31080525E-05
      61 ,       26 ,  1.52525157E+00 , -1.38767881E-02 ,  1.00886038E-04 , -9.63436943E-05
       1 ,       27 ,  1.60970301E+00 , -1.50667940E-02 , -1.31997855E-04 ,  7.92796159E-05
       2 ,       27 ,  1.60637552E+00 , -1.40873735E-01 ,  5.14013068E-06 ,  6.30141455E-06
       3 ,       27 ,  1.58164511E+00 , -2.65295958E-01 , -1.16887383E-06 ,  1.53398514E-06
       4 ,       27 ,  1.53770479E+00 , -3.83007257E-01 ,  1.35478665E-06 , -3.75604878E-08
       5 ,       27 ,  1.47805012E+00 , -4.90263771E-01 , -2.82371311E-07 , -3.84298050E-08
       6 ,       27 ,  1.40660425E+00 , -5.85059952E-01 ,  1.30534880E-06 ,  9.80728255E-08
       7 ,       27 ,  1.32701670E+00 , -6.66867674E-01 , -1.08508012E-06 , -8.05215356E-07
       8 ,       27 ,  1.24226553E+00 , -7.36180631E-01 ,  2.24667892E-06 , -1.77814811E-06
       9 ,       27 ,  1.15453514E+00 , -7.94056285E-01 ,  5.52939971E-09 , -6.14938271E-08
      10 ,       27 ,  1.06527312E+00 , -8.41756975E-01 , -8.98948760E-07 , -1.54182098E-07
      11 ,       27 ,  9.75330483E-01 , -8.80513773E-01 , -1.22471622E-06 ,  1.02911101E-07
      12 ,       27 ,  8.85120051E-01 , -9.11394558E-01 , -5.45507322E-07 , -5.06888005E-07
      13 ,       27 ,  7.94759030E-01 , -9.35244866E-01 , -6.78897106E-07 ,  2.36897533E-06
      14 ,       27 ,  7.04183455E-01 , -9.52672599E-01 , -1.31935392E-06 ,  1.04073095E-06
      15 ,       27 ,  6.13234173E-01 , -9.64055329E-01 ,  8.61306104E-08 ,  1.89988571E-06
      16 ,       27 ,  5.21719039E-01 , -9.69556471E-01 ,  4.08435203E-06 , -2.38076124E-07
      17 ,       27 ,  4.29457557E-01 , -9.69142250E-01 ,  2.77589029E-06 ,  8.24985052E-07
      18 ,       27 ,  3.36314326E-01 , -9.62595020E-01 ,  3.99095372E-06 ,  1.56415945E-07
      19 ,       27 ,  2.42227748E-01 , -9.49520949E-01 ,  2.14350300E-06 , -1.20461106E-06
      20 ,       27 ,  1.47240806E-01 , -9.29352118E-01 , -3.30726941E-06 , -3.02217465E-06
      21 ,       27 ,  5.15412234E-02 , -9.01345610E-01 ,  2.99048469E-06 , -3.90500056E-06
      22 ,       27 , -4.44816962E-02 , -8.64585717E-01 , -4.65408949E-06 ,  1.02036449E-06
      23 ,       27 , -1.40157983E-01 , -8.18000405E-01 , -3.98583392E-06 ,  4.56185020E-06
      24 ,       27 , -2.34434987E-01 , -7.60409110E-01 , -2.61472525E-06 ,  5.07933757E-06
      25 ,       27 , -3.25761753E-01 , -6.90624215E-01 ,  2.22765485E-07 ,  3.98632085E-06
      26 ,       27 , -4.11985483E-01 , -6.07629338E-01 ,  2.59241371E-06 ,  1.68432538E-06
      27 ,       27 , -4.90307418E-01 , -5.10847295E-01 ,  2.09009000E-06 ,  1.93385406E-06
      28 ,       27 , -5.57365060E-01 , -4.00481520E-01 ,  9.32946547E-07 , -5.39490477E-07
      29 ,       27 , -6.09508298E-01 , -2.77863573E-01 ,  5.52491005E-06 ,  6.03538222E-07
      30 ,       27 , -6.43295025E-01 , -1.45679551E-01 , -1.49213514E-05 ,  2.43370437E-06
      31 ,       27 , -6.56134417E-01 , -7.92014943E-03 ,  1.11883117E-05 , -5.83880537E-06
      32 ,       27 , -6.46884985E-01 ,  1.30541256E-01 , -1.37423748E-06 ,  9.36477963E-07
      33 ,       27 , -6.16160390E-01 ,  2.64676190E-01 ,  5.16177746E-07 , -2.28399119E-06
      34 ,       27 , -5.66193989E-01 ,  3.90093524E-01 ,  8.78914897E-07 , -3.34291662E-06
      35 ,       27 , -5.00323116E-01 ,  5.03613316E-01 , -7.38211700E-07 , -5.61799271E-06
      36 ,       27 , -4.22318418E-01 ,  6.03468724E-01 ,  1.92940723E-06 , -2.80510007E-06
      37 ,       27 , -3.35793505E-01 ,  6.89169184E-01 , -1.34259498E-05 , -1.99624558E-05
      38 ,       27 , -2.43824824E-01 ,  7.61169574E-01 , -1.29712174E-05 , -9.46599041E-06
      39 ,       27 , -1.48793354E-01 ,  8.20496037E-01 , -2.44127878E-05 ,  3.48629982E-05
      40 ,       27 , -5.23907323E-02 ,  8.68425700E-01 , -2.27892589E-05 ,  6.10335749E-06
      41 ,       27 ,  4.42833388E-02 ,  9.06257716E-01 , -4.18945867E-06 ,  6.52837266E-06
      42 ,       27 ,  1.40591060E-01 ,  9.35172933E-01 ,  1.85862712E-05 ,  6.44440848E-07
      43 ,       27 ,  2.36229749E-01 ,  9.56161521E-01 ,  1.76986149E-05 , -1.20051889E-05
      44 ,       27 ,  3.31124895E-01 ,  9.69994849E-01 ,  3.35286216E-06 , -1.78507331E-05
      45 ,       27 ,  4.25347040E-01 ,  9.77221750E-01 ,  3.44893732E-05 ,  2.27272504E-06
      46 ,       27 ,  5.19049692E-01 ,  9.78175080E-01 , -7.83981934E-06 , -5.98910386E-06
      47 ,       27 ,  6.12422397E-01 ,  9.72979646E-01 , -9.41826499E-07 , -5.86815744E-06
      48 ,       27 ,  7.05651910E-01 ,  9.61556658E-01 , -3.34420431E-06 , -3.16354468E-06
      49 ,       27 ,  7.98883960E-01 ,  9.43622981E-01 , -4.50487503E-06 , -2.24246395E-06
      50 ,       27 ,  8.92177889E-01 ,  9.18686369E-01 , -1.27779701E-06 , -1.85332019E-06
      51 ,       27 ,  9.85446298E-01 ,  8.86041159E-01 , -9.48436713E-06 ,  2.62555907E-06
      52 ,       27 ,  1.07837258E+00 ,  8.44773495E-01 ,  3.93400734E-06 , -6.07827773E-06
      53 ,       27 ,  1.17030181E+00 ,  7.93791244E-01 ,  6.87404725E-07 ,  4.29081338E-06
      54 ,       27 ,  1.26010732E+00 ,  7.31901291E-01 ,  5.40010505E-07 ,  1.09951625E-06
      55 ,       27 ,  1.34604941E+00 ,  6.57963158E-01 ,  1.42228389E-06 ,  1.35528276E-06
      56 ,       27 ,  1.42566576E+00 ,  5.71147120E-01 ,  1.98200175E-06 ,  1.01126303E-06
      57 ,       27 ,  1.49576374E+00 ,  4.71306466E-01 ,  1.82717709E-06 ,  1.10183438E-06
      58 ,       27 ,  1.55260871E+00 ,  3.59425140E-01 ,  4.32787677E-06 , -3.66293217E-06
      59 ,       27 ,  1.59239060E+00 ,  2.38022096E-01 ,  1.28266044E-05 , -1.85611368E-05
      60 ,       27 ,  1.61196507E+00 ,  1.11313771E-01 ,  3.28135868E-05 ,  4.54608175E-05
      61 ,       27 ,  1.60970301E+00 , -1.50667940E-02 ,  8.51214012E-05 , -7.13440605E-05
       1 ,       28 ,  1.70671851E+00 , -1.63137287E-02 , -1.07987655E-04 ,  6.03138493E-05
       2 ,       28 ,  1.70366728E+00 , -1.53521361E-01 ,  3.48774917E-06 ,  4.64394649E-06
       3 ,       28 ,  1.67824825E+00 , -2.89600177E-01 , -1.22612464E-06 ,  9.10631820E-07
       4 ,       28 ,  1.63250541E+00 , -4.19122206E-01 ,  1.11336124E-06 , -1.18840915E-07
       5 ,       28 ,  1.56979154E+00 , -5.38132381E-01 , -1.13522047E-07 ,  1.71418279E-08
       6 ,       28 ,  1.49396793E+00 , -6.44336653E-01 ,  9.03508262E-07 ,  1.83739488E-08
       7 ,       28 ,  1.40873260E+00 , -7.36906329E-01 ,  7.24207886E-07 ,  1.43256683E-07
       8 ,       28 ,  1.31720644E+00 , -8.16080572E-01 ,  4.11989357E-07 , -2.74498667E-06
       9 ,       28 ,  1.22177147E+00 , -8.82738594E-01 ,  1.25125706E-07 ,  1.07405450E-07
      10 ,       28 ,  1.12408710E+00 , -9.38043439E-01 , -6.83082841E-07 ,  3.25168011E-08
      11 ,       28 ,  1.02520055E+00 , -9.83191303E-01 , -9.53178785E-07 ,  2.23205264E-08
      12 ,       28 ,  9.25689154E-01 , -1.01925871E+00 ,  2.16851133E-07 , -1.82337891E-07
      13 ,       28 ,  8.25797739E-01 , -1.04712326E+00 ,  1.35470695E-07 ,  2.36941204E-06
      14 ,       28 ,  7.25555132E-01 , -1.06743232E+00 , -1.38330049E-06 ,  1.08809453E-06
      15 ,       28 ,  6.24866034E-01 , -1.08059899E+00 , -4.22592199E-08 ,  1.38012541E-06
      16 ,       28 ,  5.23580904E-01 , -1.08681113E+00 ,  2.74251675E-06 , -1.14335116E-07
      17 ,       28 ,  4.21549077E-01 , -1.08604424E+00 ,  1.42237582E-06 ,  8.17200870E-08
      18 ,       28 ,  3.18661158E-01 , -1.07807325E+00 ,  2.71840684E-06 ,  1.01968024E-07
      19 ,       28 ,  2.14887079E-01 , -1.06248080E+00 ,  4.43598610E-07 , -6.07986765E-07
      20 ,       28 ,  1.10316431E-01 , -1.03866254E+00 , -3.69446513E-07 , -4.36946239E-06
      21 ,       28 ,  5.20779463E-03 , -1.00583221E+00 , -2.08792443E-06 , -2.65382153E-06
      22 ,       28 , -9.99469176E-02 , -9.63033760E-01 , -3.17183914E-06 , -4.33665442E-07
      23 ,       28 , -2.04339517E-01 , -9.09171540E-01 , -2.22862591E-06 ,  1.38100950E-06
      24 ,       28 , -3.06746014E-01 , -8.43075211E-01 , -1.03345897E-06 ,  2.33444773E-06
      25 ,       28 , -4.05422665E-01 , -7.63618929E-01 ,  3.10484004E-06 ,  2.61958944E-06
      26 ,       28 , -4.98024946E-01 , -6.69912762E-01 , -8.89437128E-07 ,  2.50645948E-06
      27 ,       28 , -5.81594914E-01 , -5.61571578E-01 ,  1.06393159E-06 ,  1.59896705E-06
      28 ,       28 , -6.52675860E-01 , -4.39037818E-01 ,  5.47253672E-07 ,  8.74796056E-07
      29 ,       28 , -7.07607105E-01 , -3.03889366E-01 ,  4.44395718E-06 ,  3.04230669E-07
      30 ,       28 , -7.43008501E-01 , -1.59016686E-01 , -1.18558200E-05 ,  2.55186687E-06
      31 ,       28 , -7.56378294E-01 , -8.53922536E-03 ,  8.67211361E-06 , -5.15508200E-06
      32 ,       28 , -7.46630949E-01 ,  1.42608897E-01 , -1.00552817E-06 ,  5.93988319E-07
      33 ,       28 , -7.14366003E-01 ,  2.89356007E-01 ,  4.98016743E-07 , -1.34635520E-06
      34 ,       28 , -6.61745605E-01 ,  4.27224080E-01 ,  6.54835882E-07 , -1.87289401E-06
      35 ,       28 , -5.92031474E-01 ,  5.52871828E-01 , -6.47502758E-07 , -4.15709012E-06
      36 ,       28 , -5.08969762E-01 ,  6.64311587E-01 , -7.31114632E-07 , -3.94445950E-06
      37 ,       28 , -4.16228696E-01 ,  7.60816334E-01 ,  4.09090355E-06 , -9.17214391E-06
      38 ,       28 , -3.17012952E-01 ,  8.42633815E-01 , -2.67612956E-05 , -1.66093169E-05
      39 ,       28 , -2.13878613E-01 ,  9.10640177E-01 , -5.50262299E-06 ,  3.27489742E-05
      40 ,       28 , -1.08707527E-01 ,  9.66026613E-01 , -1.94458486E-05 ,  3.09544994E-06
      41 ,       28 , -2.77893435E-03 ,  1.01006195E+00 , -7.77775157E-06 ,  5.65825245E-06
      42 ,       28 ,  1.03116143E-01 ,  1.04393633E+00 ,  7.95662758E-06 ,  3.57444094E-06
      43 ,       28 ,  2.08554168E-01 ,  1.06867169E+00 ,  1.06558121E-05 , -1.20335037E-06
      44 ,       28 ,  3.13371123E-01 ,  1.08507873E+00 , -3.73369147E-06 ,  5.80472034E-06
      45 ,       28 ,  4.17573942E-01 ,  1.09374204E+00 ,  2.46960063E-05 , -8.67950828E-06
      46 ,       28 ,  5.21270578E-01 ,  1.09501916E+00 , -4.21943298E-06 , -6.05216030E-06
      47 ,       28 ,  6.24614035E-01 ,  1.08904433E+00 ,  7.17757256E-07 , -6.57494527E-06
      48 ,       28 ,  7.27753972E-01 ,  1.07573159E+00 , -2.45271426E-06 , -3.44224236E-06
      49 ,       28 ,  8.30788731E-01 ,  1.05477543E+00 , -3.71700063E-06 , -2.20511338E-06
      50 ,       28 ,  9.33710413E-01 ,  1.02565050E+00 , -1.10728748E-06 , -1.41132467E-06
      51 ,       28 ,  1.03633592E+00 ,  9.87615415E-01 , -7.31324618E-06 ,  2.33203109E-06
      52 ,       28 ,  1.13821818E+00 ,  9.39730494E-01 ,  3.27719567E-06 , -4.44367703E-06
      53 ,       28 ,  1.23853561E+00 ,  8.80904875E-01 ,  4.26180080E-07 ,  3.47803120E-06
      54 ,       28 ,  1.33596533E+00 ,  8.09994381E-01 ,  6.77869501E-07 ,  8.95193673E-07
      55 ,       28 ,  1.42856038E+00 ,  7.25975148E-01 ,  1.11671396E-06 ,  1.03178689E-06
      56 ,       28 ,  1.51367193E+00 ,  6.28213338E-01 ,  1.45459868E-06 ,  7.96012683E-07
      57 ,       28 ,  1.58798241E+00 ,  5.16829775E-01 ,  1.29300101E-06 ,  9.07027130E-07
      58 ,       28 ,  1.64772984E+00 ,  3.93111929E-01 ,  3.35177950E-06 , -2.60500229E-06
      59 ,       28 ,  1.68918278E+00 ,  2.59857617E-01 ,  1.09979685E-05 , -1.45693799E-05
      60 ,       28 ,  1.70934332E+00 ,  1.21476216E-01 ,  2.53831171E-05 ,  3.88425779E-05
      61 ,       28 ,  1.70671851E+00 , -1.63137287E-02 ,  7.07527187E-05 , -5.14834191E-05
       1 ,       29 ,  1.81799501E+00 , -1.76226598E-02 , -8.71104263E-05 ,  4.53708301E-05
       2 ,       29 ,  1.81521275E+00 , -1.67456132E-01 ,  2.25277322E-06 ,  3.34756894E-06
       3 ,       29 ,  1.78896312E+00 , -3.16420733E-01 , -1.13071625E-06 ,  5.07466606E-07
       4 ,       29 ,  1.74114898E+00 , -4.58976266E-01 ,  9.64542910E-07 , -8.30654993E-08
       5 ,       29 ,  1.67498514E+00 , -5.90955230E-01 ,  6.89734397E-08 ,  1.11472618E-07
       6 ,       29 ,  1.59426616E+00 , -7.09775561E-01 , -1.17143880E-07 , -2.87655611E-07
       7 ,       29 ,  1.50272605E+00 , -8.14301537E-01 ,  8.00365683E-07 , -3.20111690E-07
       8 ,       29 ,  1.40361540E+00 , -9.04500882E-01 , -7.84389557E-07 , -5.68130815E-07
       9 ,       29 ,  1.29950667E+00 , -9.81049400E-01 ,  1.07970867E-06 , -6.63037087E-07
      10 ,       29 ,  1.19227296E+00 , -1.04498239E+00 , -2.25552848E-07 , -6.83270329E-08
      11 ,       29 ,  1.08316852E+00 , -1.09743418E+00 , -6.49403479E-07 ,  6.96603258E-08
      12 ,       29 ,  9.72952755E-01 , -1.13946739E+00 ,  1.29784484E-07 ,  1.56365907E-08
      13 ,       29 ,  8.62020041E-01 , -1.17197465E+00 ,  1.34773708E-07 ,  5.39824277E-07
      14 ,       29 ,  7.50516158E-01 , -1.19563096E+00 , -1.00764930E-06 ,  8.49813607E-07
      15 ,       29 ,  6.38434841E-01 , -1.21087747E+00 , -7.30151258E-08 ,  8.55398772E-07
      16 ,       29 ,  5.25694816E-01 , -1.21792217E+00 ,  1.61452543E-06 ,  4.27399867E-07
      17 ,       29 ,  4.12201291E-01 , -1.21674807E+00 ,  7.27777388E-07 , -4.27049091E-07
      18 ,       29 ,  2.97897333E-01 , -1.20712315E+00 ,  1.39185292E-06 , -3.46427311E-07
      19 ,       29 ,  1.82811181E-01 , -1.18860950E+00 , -8.66232842E-07 , -1.04700515E-06
      20 ,       29 ,  6.71057097E-02 , -1.16057228E+00 ,  1.20984806E-06 , -1.75702282E-06
      21 ,       29 , -4.88639949E-02 , -1.12219188E+00 , -1.39377808E-06 , -4.03568699E-07
      22 ,       29 , -1.64480233E-01 , -1.07248644E+00 , -2.27484171E-06 ,  2.06163642E-06
      23 ,       29 , -2.78777824E-01 , -1.01035611E+00 , -1.60835924E-06 ,  2.23033152E-06
      24 ,       29 , -3.90349188E-01 , -9.34664115E-01 , -3.24431813E-07 ,  1.91618439E-06
      25 ,       29 , -4.97253729E-01 , -8.44371458E-01 ,  1.10746513E-06 ,  8.53961720E-07
      26 ,       29 , -5.96959541E-01 , -7.38737801E-01 ,  6.44839343E-07 ,  1.21843247E-06
      27 ,       29 , -6.86360021E-01 , -6.17587346E-01 ,  4.66844381E-08 ,  1.65337699E-08
      28 ,       29 , -7.61916087E-01 , -4.81610584E-01 ,  5.80844758E-07 , -3.77346889E-08
      29 ,       29 , -8.19963779E-01 , -3.32633873E-01 ,  2.98412229E-06 ,  4.06889319E-08
      30 ,       29 , -8.57184230E-01 , -1.73752735E-01 , -9.46034125E-06 ,  2.45597026E-06
      31 ,       29 , -8.71158265E-01 , -9.22096220E-03 ,  6.69310800E-06 , -4.58838970E-06
      32 ,       29 , -8.60850634E-01 ,  1.55954191E-01 , -7.12176000E-07 ,  4.55121356E-07
      33 ,       29 , -8.26846970E-01 ,  3.16643281E-01 ,  4.56460212E-07 , -7.78009541E-07
      34 ,       29 , -7.71242768E-01 ,  4.68271098E-01 ,  4.79679453E-07 , -1.11712973E-06
      35 ,       29 , -6.97226819E-01 ,  6.07330580E-01 , -3.07156834E-07 , -2.62004089E-06
      36 ,       29 , -6.08517179E-01 ,  7.31610246E-01 , -1.17753469E-06 , -3.39873207E-06
      37 ,       29 , -5.08827811E-01 ,  8.40139072E-01 ,  7.53200552E-06 , -1.80874725E-06
      38 ,       29 , -4.01482301E-01 ,  9.32942543E-01 , -2.98754982E-05 , -1.38725075E-05
      39 ,       29 , -2.89207231E-01 ,  1.01072512E+00 ,  3.70685744E-07 ,  2.15972027E-05
      40 ,       29 , -1.74077733E-01 ,  1.07456730E+00 , -1.56617261E-05 , -9.45805184E-07
      41 ,       29 , -5.75637098E-02 ,  1.12568351E+00 , -6.56612178E-06 ,  4.06123682E-06
      42 ,       29 ,  5.93728083E-02 ,  1.16525253E+00 ,  6.63988916E-06 ,  2.93312642E-06
      43 ,       29 ,  1.76165036E-01 ,  1.19431204E+00 ,  1.60080875E-05 , -2.79072260E-06
      44 ,       29 ,  2.92534333E-01 ,  1.21370086E+00 ,  4.09006854E-06 ,  8.16485747E-06
      45 ,       29 ,  4.08397568E-01 ,  1.22403227E+00 ,  1.51294197E-05 , -1.53999481E-05
      46 ,       29 ,  5.23790107E-01 ,  1.22568490E+00 ,  2.82191911E-06 , -3.84460735E-06
      47 ,       29 ,  6.38801158E-01 ,  1.21880174E+00 ,  9.25057101E-07 , -6.72865667E-06
      48 ,       29 ,  7.53515926E-01 ,  1.20329173E+00 , -1.88200078E-06 , -3.53707237E-06
      49 ,       29 ,  8.67958028E-01 ,  1.17883213E+00 , -3.01360545E-06 , -2.07858214E-06
      50 ,       29 ,  9.82025434E-01 ,  1.14487338E+00 , -9.18836120E-07 , -1.08905652E-06
      51 ,       29 ,  1.09541381E+00 ,  1.10065197E+00 , -5.51471741E-06 ,  1.92498373E-06
      52 ,       29 ,  1.20752311E+00 ,  1.04522143E+00 ,  2.64731701E-06 , -3.30767067E-06
      53 ,       29 ,  1.31734780E+00 ,  9.77516524E-01 ,  1.35068482E-07 ,  2.99826937E-06
      54 ,       29 ,  1.42335940E+00 ,  8.96470269E-01 ,  6.24398360E-07 ,  8.59627655E-07
      55 ,       29 ,  1.52340384E+00 ,  8.01204095E-01 ,  8.24725115E-07 ,  7.63093011E-07
      56 ,       29 ,  1.61465512E+00 ,  6.91304209E-01 ,  1.02645015E-06 ,  6.02015610E-07
      57 ,       29 ,  1.69368524E+00 ,  5.67173900E-01 ,  8.87471413E-07 ,  7.20107740E-07
      58 ,       29 ,  1.75671740E+00 ,  4.30408470E-01 ,  2.53287906E-06 , -1.81469482E-06
      59 ,       29 ,  1.80010257E+00 ,  2.84082847E-01 ,  9.24592819E-06 , -1.09959459E-05
      60 ,       29 ,  1.82098340E+00 ,  1.32800688E-01 ,  1.90898211E-05 ,  3.31996865E-05
      61 ,       29 ,  1.81799501E+00 , -1.76226598E-02 ,  5.81642511E-05 , -3.58549988E-05
       1 ,       30 ,  1.94543695E+00 , -1.89999591E-02 , -6.92980648E-05 ,  3.37782373E-05
       2 ,       30 ,  1.94291101E+00 , -1.82869753E-01 ,  1.37710003E-06 ,  2.32554761E-06
       3 ,       30 ,  1.91565908E+00 , -3.46134571E-01 , -9.95352457E-07 ,  2.03145349E-07
       4 ,       30 ,  1.86545084E+00 , -5.03128371E-01 ,  7.55362857E-07 , -9.93587932E-08
       5 ,       30 ,  1.79536939E+00 , -6.49466277E-01 ,  1.10325475E-07 ,  9.06989507E-08
       6 ,       30 ,  1.70914086E+00 , -7.82275808E-01 , -2.82444317E-09 , -1.59910975E-07
       7 ,       30 ,  1.61052649E+00 , -9.00106599E-01 ,  8.14168104E-07 , -1.01510803E-07
       8 ,       30 ,  1.50289627E+00 , -1.00263823E+00 ,  5.27772210E-08 , -2.90604298E-08
       9 ,       30 ,  1.38900742E+00 , -1.09031837E+00 , -1.91239924E-08 , -1.34017882E-06
      10 ,       30 ,  1.27094899E+00 , -1.16402585E+00 ,  2.33856954E-09 , -1.74265053E-07
      11 ,       30 ,  1.15019308E+00 , -1.22480475E+00 , -5.31340371E-07 ,  1.06326428E-07
      12 ,       30 ,  1.02769915E+00 , -1.27367894E+00 , -5.79190972E-07 ,  1.95043637E-07
      13 ,       30 ,  9.04033980E-01 , -1.31153627E+00 , -3.14066879E-07 ,  2.27102303E-07
      14 ,       30 ,  7.79486181E-01 , -1.33906491E+00 , -2.63689363E-07 ,  9.54183646E-07
      15 ,       30 ,  6.54165989E-01 , -1.35672430E+00 ,  1.19391930E-07 ,  5.75766290E-07
